Date,Close,High,Low,Open,Volume
2010-01-04,23.21143913269043,23.323933702306444,22.94145102125514,22.96395050735677,38409100
2010-01-05,23.218936920166016,23.323933088765603,22.978948129845854,23.136441667522224,49749600
2010-01-06,23.076446533203125,23.308935515806827,22.88895509519617,23.1589417932228,58182400
2010-01-07,22.836462020874023,23.023953494180226,22.641470716982003,22.971454680079496,50559700
2010-01-08,22.99395179748535,23.158943761997055,22.678966097638444,22.708965416883995,51197400
2010-01-11,22.701459884643555,23.06894287041505,22.588965326623043,23.031443730777603,68754700
2010-01-12,22.551475524902344,22.798964227203783,22.4314810892681,22.611472742719464,65912100
2010-01-13,22.761455535888672,22.888949741128446,22.506467125409124,22.69395851955904,51863500
2010-01-14,23.218936920166016,23.323933088765603,22.693961798952166,22.731459511022432,63228100
2010-01-15,23.143939971923828,23.428926284050267,23.0314439822292,23.308931896792195,79913200
2010-01-19,23.323936462402344,23.42893121574263,23.00895077193525,23.061448148605393,46575700
2010-01-20,22.94146156311035,23.20394996646142,22.731470554340156,23.106453578999762,54849500
2010-01-21,22.506471633911133,23.038946613348415,22.49897180498927,22.95645135610014,73086700
2010-01-22,21.719009399414062,22.648968272387553,21.62901430231745,22.4989745366315,102004600
2010-01-25,21.989002227783203,22.243990774526658,21.824010227721324,21.929005006811014,63373000
2010-01-26,22.123985290527344,22.38647353769057,21.816499507704837,21.898996181785073,66639900
2010-01-27,22.251483917236328,22.36397849393789,21.764006464565462,22.011495105487356,63949500
2010-01-28,21.86900520324707,22.401481728133895,21.666514069961387,22.378982236508904,117513700
2010-01-29,21.134037017822266,22.438977371817202,20.744054448459284,22.42397771212333,193888500
2010-02-01,21.306520462036133,21.35901781994247,20.93903752624607,21.29152080822126,85931100
2010-02-02,21.344024658203125,21.374023974957574,21.10403584595218,21.276529056397933,54413700
2010-02-03,21.471511840820312,21.591507637977205,21.089030690956896,21.19402540421778,61397900
2010-02-04,20.879047393798828,21.37402469331355,20.856547905476813,21.28402817047169,77850000
2010-02-05,21.014039993286133,21.209031253768877,20.6765548442879,20.999040335453746,80960100
2010-02-08,20.789045333862305,21.059033400031236,20.67655078310719,21.006536038375238,52820600
2010-02-09,21.00654411315918,21.254032792131856,20.811552816022164,20.976544791855158,59195800
2010-02-10,20.991539001464844,21.179030419588443,20.879044436679884,21.0215383149787,48591300
2010-02-11,21.08903694152832,21.29902643028879,20.774051277941506,20.94654305240792,65993700
2010-02-12,20.946544647216797,21.044039570071977,20.684056335835002,20.856548123434443,81117200
2010-02-16,21.36094093322754,21.376010724803503,21.112295120761797,21.19517610016076,51935600
2010-02-17,21.541786193847656,21.586994156777973,21.368487805002097,21.496578230917343,45882900
2010-02-18,21.828100204467773,21.873309594169008,21.48150350623437,21.541781255367788,42856500
2010-02-19,21.67741584777832,21.790436496236858,21.6171380727914,21.69248565080893,44451800
2010-02-22,21.647268295288086,21.80549829475429,21.586990542428342,21.73015074439586,36707100
2010-02-23,21.34588050842285,21.72261684033087,21.16504724156321,21.609596228185474,52266200
2010-02-24,21.57192039489746,21.69247733579575,21.383552240625395,21.489039384269528,43165900
2010-02-25,21.54932403564453,21.586997103706825,21.112309835298966,21.300678049881284,48735300
2010-02-26,21.602066040039062,21.73769137904454,21.481510502508723,21.586996238563927,40370600
2010-03-01,21.86577796936035,21.88838123045995,21.49657652100404,21.67740979547641,43805400
2010-03-02,21.443838119506836,22.076755472701105,21.278074598293294,21.910991951487564,93123900
2010-03-03,21.443838119506836,21.556860204612285,21.36095707746782,21.481512626920487,48442100
2010-03-04,21.57192039489746,21.586990192151617,21.300671229997462,21.443829992507055,42890600
2010-03-05,21.541786193847656,21.60959885681074,21.41369576793241,21.594529056788893,56001800
2010-03-08,21.57192039489746,21.797963042304918,21.47396958701537,21.489039384269528,39414500
2010-03-09,21.70001983642578,21.933597479757026,21.511651603688975,21.519186505454716,50271600
2010-03-10,21.828100204467773,21.933587343302424,21.700009807917407,21.745219197618646,44891400
2010-03-11,21.986331939697266,21.993866838579017,21.737686025139507,21.7678241835315,35349700
2010-03-12,22.054149627685547,22.137030660037375,21.8808512252445,22.091822693560438,31700200
2010-03-15,22.069215774536133,22.12949353223601,21.858242904019008,21.986333318773134,37512000
2010-03-16,22.129491806030273,22.219907716959664,22.001401401267806,22.167164862728352,36723500
2010-03-17,22.325395584106445,22.50623029772046,22.15209720712274,22.227444764939392,50385700
2010-03-18,22.310325622558594,22.393206636792566,22.22744317118959,22.325393983333388,43845200
2010-03-19,22.29526138305664,22.52883756035142,22.114428074460484,22.423351822954174,81332100
2010-03-22,22.302797317504883,22.378144892195753,22.14456726694052,22.227449742814017,37718200
2010-03-23,22.513765335083008,22.528835135127608,22.159633656846317,22.295258982977245,42026600
2010-03-24,22.34046745300293,22.49116258259855,22.302794389171655,22.393210317220817,33987700
2010-03-25,22.611719131469727,23.033663501382648,22.4534890945428,22.476093796142454,73168700
2010-03-26,22.347999572753906,22.75487550975917,22.29525671509806,22.67199305507993,55595500
2010-03-29,22.29526138305664,22.468559790819366,22.26512177972292,22.385677318787025,33336000
2010-03-30,22.430883407592773,22.498696067932794,22.227445426572718,22.325396248655426,34954800
2010-03-31,22.069215774536133,22.393207823963532,21.978798419418762,22.332930066263657,63760000
2010-04-01,21.971269607543945,22.25759011379921,21.564394989622652,22.114429860671578,74768100
2010-04-05,22.054149627685547,22.17470516304761,21.873316324642452,21.948662456392235,34331200
2010-04-06,22.091827392578125,22.287730538494674,21.835646466159226,21.963736929368675,47366800
2010-04-07,22.114421844482422,22.272650406002832,21.956191845827032,21.971261643248493,58318800
2010-04-08,22.543903350830078,22.589111310651518,22.07674964222479,22.091819441210312,63713800
2010-04-09,22.860370635986328,22.913113515354805,22.528842117924302,22.566516629712986,54752500
2010-04-12,22.845298767089844,22.973389221326432,22.762416285779242,22.792555892486934,37068800
2010-04-13,22.943246841430664,22.98091990576633,22.70213434342243,22.717204144010807,41374600
2010-04-14,23.222026824951172,23.357652131787024,23.101471316015974,23.199423565235215,68941200
2010-04-15,23.259702682495117,23.319980440494405,23.13914572936143,23.222028185536118,52745400
2010-04-16,23.10901641845703,23.34259264050969,23.05627353965182,23.199433808648585,88703100
2010-04-19,23.38779067993164,23.546019239395594,23.176817830178067,23.18435272879087,64970300
2010-04-20,23.6289119720459,23.689189750050687,23.455612102788496,23.52342478268583,52199500
2010-04-21,23.606298446655273,23.734388856700647,23.530950893016517,23.606298446655273,55343100
2010-04-22,23.65151023864746,23.756997405698574,23.282308746806784,23.387795913857897,84847600
2010-04-23,23.327516555786133,23.794670311261278,23.0939403966162,23.448073522630747,126766600
2010-04-26,23.440540313720703,23.568630752921074,23.25217210531635,23.357657842139467,63649300
2010-04-27,23.244626998901367,23.546015712595644,23.16927946119411,23.319974536608623,68730900
2010-04-28,23.28984260559082,23.35765526811423,23.07133625523168,23.29737750555289,64557900
2010-04-29,23.35765266418457,23.681646140758417,23.109006741696394,23.30490980746512,52665200
2010-04-30,23.011056900024414,23.417931409868956,22.99598710114329,23.410396510428395,63214800
2010-05-03,23.252178192138672,23.40287193602867,23.041205226129765,23.10901791387778,43989500
2010-05-04,22.702138900756836,23.018597590963815,22.415819817776985,22.995994322679042,82085600
2010-05-05,22.491161346435547,22.671994629730147,22.37060582423915,22.430883585337348,66833800
2010-05-06,21.83563804626465,22.513763174712693,21.029422503999243,22.29525684357431,128613000
2010-05-07,21.255464553833008,21.813035626392367,20.58487429883304,21.79796582721289,173718100
2010-05-10,21.805498123168945,22.21237259248683,21.63219832756774,21.858240976864323,86653300
2010-05-11,21.76028823852539,22.340462490313328,21.52671213296029,21.60959457953998,63789400
2010-05-12,22.18223762512207,22.28772334768383,21.79043145969955,21.835639421206707,47146800
2010-05-13,22.03154182434082,22.40074327905391,21.98633386422813,22.046611623423427,45188800
2010-05-14,21.797964096069336,22.00893551928652,21.57945633672578,22.001402057430223,63334000
2010-05-17,21.805498123168945,22.0240044366405,21.43629671016634,21.9411234253199,46053300
2010-05-18,21.64655876159668,21.949307542423334,21.49518364937332,21.850914730012192,52690600
2010-05-19,21.37409210205078,21.714685509664683,21.033500138057477,21.58601704941283,61746700
2010-05-20,20.51881980895996,21.071336545608467,20.465838949777247,20.927530325240998,87991100
2010-05-21,20.31446075439453,20.518816703415638,20.01171200230026,20.155516757282587,117596300
2010-05-24,19.88304328918457,20.329598232850877,19.875474390048883,20.32202933371519,73711700
